ユら戳,,戳る(秅),秨絃基,程蔼基,程基,Μ絃基,害禴基,害禴%,Θユ秖,挡衡基,ゼ≧綪计,程程ㄎ禦基,程程ㄎ芥基,菌程蔼基,菌程基,琌癟既氨ユ,ユ琿,基畉癸虫Α〆癠Θユ秖
2018/4/3,TX,201804,10774,10807,10738,10784,-79,-0.73%,133955,10783,88863,10783,10785,11122,10560,,,
2018/4/3,TX,201804,10854,10879,10702,10735,-128,-1.18%,61026,-,-,10735,10737,11122,10560,,絃,
2018/4/3,TX,201805,10742,10780,10714,10759,-79,-0.73%,2027,10758,2816,10757,10759,11096,10596,,,
2018/4/3,TX,201805,10830,10850,10680,10710,-128,-1.18%,1107,-,-,10709,10714,11096,10596,,絃,
2018/4/3,TX,201806,10718,10750,10685,10727,-81,-0.75%,299,10727,4632,10728,10729,11199,9456,,,
2018/4/3,TX,201806,10800,10821,10646,10682,-126,-1.17%,185,-,-,10679,10682,11199,9456,,絃,
2018/4/3,TX,201809,10282,10306,10245,10287,-75,-0.72%,163,10287,2745,10282,10288,10807,9660,,,
2018/4/3,TX,201809,10360,10360,10217,10240,-122,-1.18%,60,-,-,10237,10243,10807,9660,,絃,
2018/4/3,TX,201812,10203,10245,10191,10225,-80,-0.78%,67,10225,1272,10225,10230,10763,9622,,,
2018/4/3,TX,201812,10299,10318,10150,10187,-118,-1.15%,51,-,-,10180,10185,10763,9622,,絃,
2018/4/9,TX,201804,10838,10911,10813,10904,121,1.12%,155952,10903,89123,10903,10904,11122,10560,,,
2018/4/9,TX,201804,10797,10862,10786,10858,75,0.70%,43499,-,-,10858,10859,11122,10560,,絃,
2018/4/9,TX,201805,10802,10884,10788,10879,121,1.12%,3587,10878,3865,10877,10879,11096,10596,,,
2018/4/9,TX,201805,10767,10836,10762,10832,74,0.69%,609,-,-,10832,10834,11096,10596,,絃,
2018/4/9,TX,201806,10780,10853,10760,10845,118,1.10%,443,10845,4645,10846,10849,11199,9456,,,
2018/4/9,TX,201806,10735,10805,10733,10805,78,0.73%,167,-,-,10802,10805,11199,9456,,絃,
2018/4/9,TX,201809,10321,10407,10321,10403,116,1.13%,142,10403,2746,10400,10404,10807,9660,,,
2018/4/9,TX,201809,10298,10350,10298,10347,60,0.58%,15,-,-,10358,10362,10807,9660,,絃,
2018/4/9,TX,201812,10280,10345,10260,10344,119,1.16%,149,10344,1320,10342,10346,10763,9622,,,
2018/4/9,TX,201812,10233,10302,10230,10302,77,0.75%,81,-,-,10303,10304,10763,9622,,絃,
2018/4/10,TX,201804,10874,10993,10852,10949,46,0.42%,172575,10948,90358,10948,10949,11122,10560,,,
2018/4/10,TX,201804,10914,10959,10877,10895,-8,-0.07%,35463,-,-,10894,10895,11122,10560,,絃,
2018/4/10,TX,201805,10842,10967,10827,10925,47,0.43%,3850,10924,4926,10923,10925,11096,10596,,,
2018/4/10,TX,201805,10888,10931,10855,10867,-11,-0.10%,991,-,-,10867,10870,11096,10596,,絃,
2018/4/10,TX,201806,10821,10936,10800,10891,46,0.42%,460,10891,4679,10891,10894,11199,9456,,,
2018/4/10,TX,201806,10858,10902,10825,10840,-5,-0.05%,89,-,-,10837,10840,11199,9456,,絃,
2018/4/10,TX,201809,10365,10486,10354,10451,48,0.46%,174,10451,2756,10444,10448,10807,9660,,,
2018/4/10,TX,201809,10414,10453,10394,10394,-9,-0.09%,38,-,-,10391,10395,10807,9660,,絃,
2018/4/10,TX,201812,10315,10425,10298,10389,45,0.44%,206,10389,1354,10386,10390,10763,9622,,,
2018/4/10,TX,201812,10355,10392,10319,10337,-7,-0.07%,80,-,-,10333,10337,10763,9622,,絃,
2018/4/11,TX,201804,10959,11007,10948,10979,31,0.28%,119383,10977,87795,10978,10979,11122,10560,,,
2018/4/11,TX,201804,10963,10986,10936,10985,37,0.34%,32545,-,-,10985,10986,11122,10560,,絃,
2018/4/11,TX,201805,10941,10982,10925,10956,32,0.29%,3704,10955,6699,10956,10957,11096,10596,,,
2018/4/11,TX,201805,10932,10960,10913,10960,36,0.33%,693,-,-,10959,10960,11096,10596,,絃,
2018/4/11,TX,201806,10908,10950,10895,10925,34,0.31%,317,10925,4837,10925,10926,11199,9456,,,
2018/4/11,TX,201806,10912,10927,10886,10927,36,0.33%,118,-,-,10928,10931,11199,9456,,絃,
2018/4/11,TX,201809,10452,10503,10448,10480,29,0.28%,301,10479,2750,10479,10483,10807,9660,,,
2018/4/11,TX,201809,10460,10483,10440,10483,32,0.31%,44,-,-,10482,10486,10807,9660,,絃,
2018/4/11,TX,201812,10436,10445,10399,10423,34,0.33%,169,10423,1354,10422,10425,10763,9622,,,
2018/4/11,TX,201812,10389,10421,10389,10421,32,0.31%,17,-,-,10424,10427,10763,9622,,絃,
2018/4/12,TX,201804,10993,11024,10905,10943,-34,-0.31%,145737,10942,81651,10941,10943,11122,10560,,,
2018/4/12,TX,201804,10975,10988,10938,10967,-10,-0.09%,30228,-,-,10966,10970,11122,10560,,絃,
2018/4/12,TX,201805,10959,11000,10885,10920,-35,-0.32%,5518,10920,8585,10920,10921,11096,10596,,,
2018/4/12,TX,201805,10952,10965,10916,10948,-7,-0.06%,869,-,-,10943,10949,11096,10596,,絃,
2018/4/12,TX,201806,10929,10970,10860,10892,-33,-0.30%,473,10892,4788,10892,10894,11199,9456,,,
2018/4/12,TX,201806,10920,10933,10890,10914,-11,-0.10%,129,-,-,10913,10920,11199,9456,,絃,
2018/4/12,TX,201809,10490,10523,10414,10450,-29,-0.28%,124,10450,2728,10447,10450,10807,9660,,,
2018/4/12,TX,201809,10473,10485,10452,10471,-8,-0.08%,28,-,-,10467,10474,10807,9660,,絃,
